0, 1, 2, 3 (420)
0, 1, 14, 23 (461)
0, 1, 14, 24 (409)
0, 1, 14, 25 (437)
0, 1, 15, 16 (391)
0, 1, 15, 17 (410)
0, 1, 15, 18 (410)
0, 1, 15, 19 (392)
0, 1, 15, 20 (390)
0, 1, 15, 21 (395)
0, 1, 15, 22 (389)
0, 1, 15, 23 (418)
0, 1, 15, 24 (397)
0, 1, 15, 25 (424)
0, 1, 16, 17 (410)
0, 1, 16, 18 (398)
0, 1, 16, 19 (418)
0, 1, 16, 20 (410)
0, 1, 16, 21 (387)
0, 1, 16, 22 (401)
0, 1, 16, 23 (418)
0, 1, 16, 24 (395)
0, 1, 16, 25 (421)
0, 1, 17, 18 (424)
0, 1, 17, 19 (413)
0, 1, 17, 20 (449)
0, 1, 17, 21 (427)
0, 1, 17, 22 (412)
0, 1, 17, 23 (463)
0, 1, 17, 24 (418)
0, 1, 17, 25 (436)
0, 1, 18, 19 (412)
0, 1, 18, 20 (419)
0, 1, 18, 21 (407)
0, 1, 18, 22 (391)
0, 1, 18, 23 (441)
0, 1, 18, 24 (427)
0, 1, 18, 25 (450)
0, 1, 19, 20 (417)
0, 1, 19, 21 (400)
0, 1, 19, 22 (413)
0, 1, 19, 23 (431)
0, 1, 19, 24 (437)
0, 1, 19, 25 (436)
0, 1, 20, 21 (402)
0, 1, 20, 22 (387)
0, 1, 20, 23 (436)
0, 1, 20, 24 (424)
0, 1, 20, 25 (423)
0, 1, 21, 22 (380)
0, 1, 21, 23 (418)
0, 1, 21, 24 (406)
0, 1, 21, 25 (411)
0, 1, 22, 23 (425)
0, 1, 22, 24 (420)
0, 1, 22, 25 (441)
0, 1, 23, 24 (435)
0, 1, 23, 25 (443)
0, 1, 24, 25 (450)
0, 2, 3, 4 (421)
0, 2, 3, 5 (443)
0, 2, 3, 6 (405)
0, 2, 3, 7 (444)
0, 2, 3, 8 (447)
0, 2, 3, 9 (448)
0, 2, 3, 10 (422)
0, 2, 3, 11 (446)
0, 2, 3, 12 (416)
0, 2, 3, 13 (417)
0, 2, 3, 14 (401)
0, 2, 3, 15 (406)
0, 2, 3, 16 (436)
0, 2, 3, 17 (421)
0, 2, 3, 18 (403)
0, 2, 3, 19 (416)
0, 2, 3, 20 (438)
0, 2, 3, 21 (419)
0, 2, 3, 22 (434)
0, 2, 3, 23 (431)
0, 2, 3, 24 (426)
0, 2, 3, 25 (448)
0, 2, 4, 5 (433)
0, 2, 4, 6 (430)
0, 2, 4, 7 (437)
0, 2, 4, 8 (424)
0, 2, 4, 9 (427)
0, 2, 4, 10 (430)
0, 2, 4, 11 (446)
0, 2, 4, 12 (418)
0, 2, 4, 13 (397)
0, 2, 4, 14 (401)
0, 2, 4, 15 (415)
0, 2, 4, 16 (408)
0, 2, 4, 17 (423)
0, 2, 4, 18 (434)
0, 2, 4, 19 (429)
0, 2, 4, 20 (434)
0, 2, 4, 21 (409)
0, 2, 4, 22 (436)
0, 2, 4, 23 (421)
0, 2, 4, 24 (421)
0, 2, 4, 25 (442)
0, 2, 5, 6 (444)
0, 2, 5, 7 (440)
0, 2, 5, 8 (453)
0, 2, 5, 9 (445)
0, 2, 5, 10 (437)
0, 2, 5, 11 (459)
0, 2, 5, 12 (424)
0, 2, 5, 13 (431)
0, 2, 5, 14 (416)
0, 2, 5, 15 (437)
0, 2, 5, 16 (455)
0, 2, 5, 17 (434)
0, 2, 5, 18 (435)
0, 2, 5, 19 (440)
0, 2, 5, 20 (441)
0, 2, 5, 21 (451)
0, 2, 5, 22 (470)
0, 2, 5, 23 (441)
0, 2, 5, 24 (444)
0, 2, 5, 25 (461)
0, 2, 6, 7 (437)
0, 2, 6, 8 (422)
0, 2, 6, 9 (423)
0, 2, 6, 10 (412)
0, 2, 6, 11 (448)
0, 2, 6, 12 (417)
0, 2, 6, 13 (420)
0, 2, 6, 14 (404)
0, 2, 6, 15 (415)
0, 2, 6, 16 (441)
0, 2, 6, 17 (446)
0, 2, 6, 18 (427)
0, 2, 6, 19 (433)
0, 2, 6, 20 (419)
0, 2, 6, 21 (425)
0, 2, 6, 22 (442)
0, 2, 6, 23 (434)
0, 2, 6, 24 (423)
0, 2, 6, 25 (447)
0, 2, 7, 8 (446)
0, 2, 7, 9 (451)
0, 2, 7, 10 (435)
0, 2, 7, 11 (448)
0, 2, 7, 12 (425)
0, 2, 7, 13 (440)
0, 2, 7, 14 (420)
0, 2, 7, 15 (434)
0, 2, 7, 16 (444)
0, 2, 7, 17 (439)
0, 2, 7, 18 (438)
0, 2, 7, 19 (413)
0, 2, 7, 20 (438)
0, 2, 7, 21 (448)
0, 2, 7, 22 (467)
0, 2, 7, 23 (439)
0, 2, 7, 24 (464)
0, 2, 7, 25 (466)
0, 2, 8, 9 (450)
0, 2, 8, 10 (439)
0, 2, 8, 11 (457)
0, 2, 8, 12 (417)
0, 2, 8, 13 (429)
0, 2, 8, 14 (412)
0, 2, 8, 15 (417)
0, 2, 8, 16 (446)
0, 2, 8, 17 (438)
0, 2, 8, 18 (414)
0, 2, 8, 19 (445)
0, 2, 8, 20 (437)
0, 2, 8, 21 (446)
0, 2, 8, 22 (458)
0, 2, 8, 23 (458)
0, 2, 8, 24 (449)
0, 2, 8, 25 (447)
0, 2, 9, 10 (414)
0, 2, 9, 11 (447)
0, 2, 9, 12 (413)
0, 2, 9, 13 (416)
0, 2, 9, 14 (418)
0, 2, 9, 15 (421)
0, 2, 9, 16 (434)
0, 2, 9, 17 (444)
0, 2, 9, 18 (427)
0, 2, 9, 19 (419)
0, 2, 9, 20 (445)
0, 2, 9, 21 (442)
0, 2, 9, 22 (435)
0, 2, 9, 23 (449)
0, 2, 9, 24 (437)
0, 2, 9, 25 (455)
0, 2, 10, 11 (431)
0, 2, 10, 12 (433)
0, 2, 10, 13 (402)
0, 2, 10, 14 (420)
0, 2, 10, 15 (423)
0, 2, 10, 16 (430)
0, 2, 10, 17 (430)
0, 2, 10, 18 (418)
0, 2, 10, 19 (413)
0, 2, 10, 20 (433)
0, 2, 10, 21 (428)
0, 2, 10, 22 (448)
0, 2, 10, 23 (456)
0, 2, 10, 24 (427)
0, 2, 10, 25 (422)
0, 2, 11, 12 (423)
0, 2, 11, 13 (436)
0, 2, 11, 14 (402)
0, 2, 11, 15 (438)
0, 2, 11, 16 (425)
0, 2, 11, 17 (440)
0, 2, 11, 18 (432)
0, 2, 11, 19 (435)
0, 2, 11, 20 (454)
0, 2, 11, 21 (442)
0, 2, 11, 22 (447)
0, 2, 11, 23 (450)
0, 2, 11, 24 (436)
0, 2, 11, 25 (450)
0, 2, 12, 13 (419)
0, 2, 12, 14 (406)
0, 2, 12, 15 (412)
0, 2, 12, 16 (420)
0, 2, 12, 17 (414)
0, 2, 12, 18 (418)
0, 2, 12, 19 (406)
0, 2, 12, 20 (450)
0, 2, 12, 21 (421)
0, 2, 12, 22 (443)
0, 2, 12, 23 (405)
0, 2, 12, 24 (436)
0, 2, 12, 25 (451)
0, 2, 13, 14 (394)
0, 2, 13, 15 (420)
0, 2, 13, 16 (414)
0, 2, 13, 17 (410)
0, 2, 13, 18 (414)
0, 2, 13, 19 (410)
0, 2, 13, 20 (433)
0, 2, 13, 21 (422)
0, 2, 13, 22 (450)
0, 2, 13, 23 (418)
0, 2, 13, 24 (424)
0, 2, 13, 25 (416)
0, 2, 14, 15 (407)
0, 2, 14, 16 (408)
0, 2, 14, 17 (416)
0, 2, 14, 18 (417)
0, 2, 14, 19 (378)
0, 2, 14, 20 (411)
0, 2, 14, 21 (400)
0, 2, 14, 22 (430)
0, 2, 14, 23 (420)
0, 2, 14, 24 (400)
0, 2, 14, 25 (430)
0, 2, 15, 16 (426)
0, 2, 15, 17 (426)
0, 2, 15, 18 (423)
0, 2, 15, 19 (411)
0, 2, 15, 20 (433)
0, 2, 15, 21 (431)
0, 2, 15, 22 (455)
0, 2, 15, 23 (435)
0, 2, 15, 24 (408)
0, 2, 15, 25 (446)
0, 2, 16, 17 (425)
0, 2, 16, 18 (422)
0, 2, 16, 19 (430)
0, 2, 16, 20 (433)
0, 2, 16, 21 (437)
0, 2, 16, 22 (454)
0, 2, 16, 23 (439)
0, 2, 16, 24 (423)
0, 2, 16, 25 (453)
0, 2, 17, 18 (425)
0, 2, 17, 19 (425)
0, 2, 17, 20 (448)
0, 2, 17, 21 (435)
0, 2, 17, 22 (439)
0, 2, 17, 23 (461)
0, 2, 17, 24 (419)
0, 2, 17, 25 (432)
0, 2, 18, 19 (420)
0, 2, 18, 20 (437)
0, 2, 18, 21 (428)
0, 2, 18, 22 (436)
0, 2, 18, 23 (437)
0, 2, 18, 24 (437)
0, 2, 18, 25 (444)
0, 2, 19, 20 (418)
0, 2, 19, 21 (420)
0, 2, 19, 22 (441)
0, 2, 19, 23 (419)
0, 2, 19, 24 (428)
0, 2, 19, 25 (441)
0, 2, 20, 21 (434)
0, 2, 20, 22 (442)
0, 2, 20, 23 (441)
0, 2, 20, 24 (430)
0, 2, 20, 25 (454)
0, 2, 21, 22 (455)
0, 2, 21, 23 (426)
0, 2, 21, 24 (445)
0, 2, 21, 25 (418)
0, 2, 22, 23 (449)
0, 2, 22, 24 (449)
0, 2, 22, 25 (471)
0, 2, 23, 24 (423)
0, 2, 23, 25 (441)
0, 2, 24, 25 (446)
0, 3, 4, 5 (420)
0, 3, 4, 6 (393)
0, 3, 4, 7 (422)
0, 3, 4, 8 (435)
0, 3, 4, 9 (422)
0, 3, 4, 10 (414)
0, 3, 4, 11 (432)
0, 3, 4, 12 (400)
0, 3, 4, 13 (407)
0, 3, 4, 14 (413)
0, 3, 4, 15 (391)
0, 3, 4, 16 (388)
0, 3, 4, 17 (425)
0, 3, 4, 18 (410)
0, 3, 4, 19 (404)
0, 3, 4, 20 (417)
0, 3, 4, 21 (399)
0, 3, 4, 22 (411)
0, 3, 4, 23 (431)
0, 3, 4, 24 (410)
0, 3, 4, 25 (422)
0, 3, 5, 6 (420)
0, 3, 5, 7 (449)
0, 3, 5, 8 (450)
0, 3, 5, 9 (453)
0, 3, 5, 10 (429)
0, 3, 5, 11 (437)
0, 3, 5, 12 (421)
0, 3, 5, 13 (422)
0, 3, 5, 14 (408)
0, 3, 5, 15 (401)
0, 3, 5, 16 (431)
0, 3, 5, 17 (424)
0, 3, 5, 18 (411)
0, 3, 5, 19 (428)
0, 3, 5, 20 (431)
0, 3, 5, 21 (436)
0, 3, 5, 22 (438)
0, 3, 5, 23 (425)
0, 3, 5, 24 (439)
0, 3, 5, 25 (429)
0, 3, 6, 7 (422)
0, 3, 6, 8 (412)
0, 3, 6, 9 (402)
0, 3, 6, 10 (402)
0, 3, 6, 11 (410)
0, 3, 6, 12 (402)
0, 3, 6, 13 (400)
0, 3, 6, 14 (385)
0, 3, 6, 15 (392)
0, 3, 6, 16 (407)
0, 3, 6, 17 (414)
0, 3, 6, 18 (403)
0, 3, 6, 19 (408)
0, 3, 6, 20 (407)
0, 3, 6, 21 (420)
0, 3, 6, 22 (401)
0, 3, 6, 23 (419)
0, 3, 6, 24 (415)
0, 3, 6, 25 (423)
0, 3, 7, 8 (439)
0, 3, 7, 9 (435)
0, 3, 7, 10 (428)
0, 3, 7, 11 (444)
0, 3, 7, 12 (425)
0, 3, 7, 13 (431)
0, 3, 7, 14 (424)
0, 3, 7, 15 (400)
0, 3, 7, 16 (419)
0, 3, 7, 17 (422)
0, 3, 7, 18 (410)
0, 3, 7, 19 (406)
0, 3, 7, 20 (419)
0, 3, 7, 21 (459)
0, 3, 7, 22 (423)
0, 3, 7, 23 (446)
0, 3, 7, 24 (436)
0, 3, 7, 25 (434)
0, 3, 8, 9 (444)
0, 3, 8, 10 (427)
0, 3, 8, 11 (454)
0, 3, 8, 12 (408)
0, 3, 8, 13 (415)
0, 3, 8, 14 (410)
0, 3, 8, 15 (400)
0, 3, 8, 16 (436)
0, 3, 8, 17 (426)
0, 3, 8, 18 (412)
0, 3, 8, 19 (425)
0, 3, 8, 20 (415)
0, 3, 8, 21 (438)
0, 3, 8, 22 (442)
0, 3, 8, 23 (444)
0, 3, 8, 24 (442)
0, 3, 8, 25 (422)
0, 3, 9, 10 (417)
0, 3, 9, 11 (448)
0, 3, 9, 12 (433)
0, 3, 9, 13 (421)
0, 3, 9, 14 (415)
0, 3, 9, 15 (399)
0, 3, 9, 16 (406)
0, 3, 9, 17 (418)
0, 3, 9, 18 (421)
0, 3, 9, 19 (418)
0, 3, 9, 20 (424)
0, 3, 9, 21 (439)
0, 3, 9, 22 (412)
0, 3, 9, 23 (452)
0, 3, 9, 24 (417)
0, 3, 9, 25 (435)
0, 3, 10, 11 (425)
0, 3, 10, 12 (428)
0, 3, 10, 13 (397)
0, 3, 10, 14 (401)
0, 3, 10, 15 (389)
0, 3, 10, 16 (403)
0, 3, 10, 17 (409)
0, 3, 10, 18 (400)
0, 3, 10, 19 (397)
0, 3, 10, 20 (422)
0, 3, 10, 21 (417)
0, 3, 10, 22 (423)
0, 3, 10, 23 (454)
0, 3, 10, 24 (412)
0, 3, 10, 25 (407)
0, 3, 11, 12 (441)
0, 3, 11, 13 (440)
0, 3, 11, 14 (422)
0, 3, 11, 15 (415)
0, 3, 11, 16 (412)
0, 3, 11, 17 (430)
0, 3, 11, 18 (416)
0, 3, 11, 19 (434)
0, 3, 11, 20 (436)
0, 3, 11, 21 (433)
0, 3, 11, 22 (429)
0, 3, 11, 23 (462)
0, 3, 11, 24 (435)
0, 3, 11, 25 (447)
0, 3, 12, 13 (411)
0, 3, 12, 14 (405)
0, 3, 12, 15 (388)
0, 3, 12, 16 (406)
0, 3, 12, 17 (411)
0, 3, 12, 18 (415)
0, 3, 12, 19 (410)
0, 3, 12, 20 (435)
0, 3, 12, 21 (413)
0, 3, 12, 22 (425)
0, 3, 12, 23 (432)
0, 3, 12, 24 (429)
0, 3, 12, 25 (423)
0, 3, 13, 14 (399)
0, 3, 13, 15 (378)
0, 3, 13, 16 (394)
0, 3, 13, 17 (400)
0, 3, 13, 18 (404)
0, 3, 13, 19 (404)
0, 3, 13, 20 (437)
0, 3, 13, 21 (428)
0, 3, 13, 22 (410)
0, 3, 13, 23 (430)
0, 3, 13, 24 (412)
0, 3, 13, 25 (398)
0, 3, 14, 15 (378)
0, 3, 14, 16 (387)
0, 3, 14, 17 (422)
0, 3, 14, 18 (410)
0, 3, 14, 19 (384)
0, 3, 14, 20 (408)
0, 3, 14, 21 (411)
0, 3, 14, 22 (398)
0, 3, 14, 23 (426)
0, 3, 14, 24 (387)
0, 3, 14, 25 (421)
0, 3, 15, 16 (390)
0, 3, 15, 17 (397)
0, 3, 15, 18 (405)
0, 3, 15, 19 (395)
0, 3, 15, 20 (389)
0, 3, 15, 21 (393)
0, 3, 15, 22 (410)
0, 3, 15, 23 (431)
0, 3, 15, 24 (400)
0, 3, 15, 25 (415)
0, 3, 16, 17 (406)
0, 3, 16, 18 (405)
0, 3, 16, 19 (410)
0, 3, 16, 20 (416)
0, 3, 16, 21 (425)
0, 3, 16, 22 (408)
0, 3, 16, 23 (415)
0, 3, 16, 24 (403)
0, 3, 16, 25 (416)
0, 3, 17, 18 (412)
0, 3, 17, 19 (410)
0, 3, 17, 20 (444)
0, 3, 17, 21 (418)
0, 3, 17, 22 (403)
0, 3, 17, 23 (445)
0, 3, 17, 24 (412)
0, 3, 17, 25 (425)
0, 3, 18, 19 (415)
0, 3, 18, 20 (406)
0, 3, 18, 21 (424)
0, 3, 18, 22 (400)
0, 3, 18, 23 (436)
0, 3, 18, 24 (402)
0, 3, 18, 25 (435)
0, 3, 19, 20 (416)
0, 3, 19, 21 (404)
0, 3, 19, 22 (417)
0, 3, 19, 23 (425)
0, 3, 19, 24 (423)
0, 3, 19, 25 (419)
0, 3, 20, 21 (428)
0, 3, 20, 22 (408)
0, 3, 20, 23 (459)
0, 3, 20, 24 (425)
0, 3, 20, 25 (422)
0, 3, 21, 22 (422)
0, 3, 21, 23 (436)
0, 3, 21, 24 (414)
0, 3, 21, 25 (420)
0, 3, 22, 23 (432)
0, 3, 22, 24 (420)
0, 3, 22, 25 (432)
0, 3, 23, 24 (420)
0, 3, 23, 25 (426)
0, 3, 24, 25 (431)
0, 4, 5, 6 (408)
0, 4, 5, 7 (426)
0, 4, 5, 8 (430)
0, 4, 5, 9 (441)
0, 4, 5, 10 (430)
0, 4, 5, 11 (426)
0, 4, 5, 12 (406)
0, 4, 5, 13 (409)
0, 4, 5, 14 (405)
0, 4, 5, 15 (400)
0, 4, 5, 16 (408)
0, 4, 5, 17 (408)
0, 4, 5, 18 (422)
0, 4, 5, 19 (411)
0, 4, 5, 20 (423)
0, 4, 5, 21 (401)
0, 4, 5, 22 (422)
0, 4, 5, 23 (405)
0, 4, 5, 24 (427)
0, 4, 5, 25 (427)
0, 4, 6, 7 (429)
0, 4, 6, 8 (415)
0, 4, 6, 9 (405)
0, 4, 6, 10 (417)
0, 4, 6, 11 (422)
0, 4, 6, 12 (409)
0, 4, 6, 13 (403)
0, 4, 6, 14 (394)
0, 4, 6, 15 (395)
0, 4, 6, 16 (395)
0, 4, 6, 17 (424)
0, 4, 6, 18 (419)
0, 4, 6, 19 (434)
0, 4, 6, 20 (422)
0, 4, 6, 21 (415)
0, 4, 6, 22 (423)
0, 4, 6, 23 (412)
0, 4, 6, 24 (427)
0, 4, 6, 25 (414)
0, 4, 7, 8 (440)
0, 4, 7, 9 (447)
0, 4, 7, 10 (414)
0, 4, 7, 11 (447)
0, 4, 7, 12 (424)
0, 4, 7, 13 (422)
0, 4, 7, 14 (438)
0, 4, 7, 15 (401)
0, 4, 7, 16 (409)
0, 4, 7, 17 (438)
0, 4, 7, 18 (435)
0, 4, 7, 19 (408)
0, 4, 7, 20 (424)
0, 4, 7, 21 (437)
0, 4, 7, 22 (441)
0, 4, 7, 23 (436)
0, 4, 7, 24 (447)
0, 4, 7, 25 (425)
0, 4, 8, 9 (437)
0, 4, 8, 10 (422)
0, 4, 8, 11 (454)
0, 4, 8, 12 (414)
0, 4, 8, 13 (407)
0, 4, 8, 14 (425)
0, 4, 8, 15 (405)
0, 4, 8, 16 (417)
0, 4, 8, 17 (424)
0, 4, 8, 18 (428)
0, 4, 8, 19 (441)
0, 4, 8, 20 (409)
0, 4, 8, 21 (428)
0, 4, 8, 22 (436)
0, 4, 8, 23 (442)
0, 4, 8, 24 (447)
0, 4, 8, 25 (426)
0, 4, 9, 10 (416)
0, 4, 9, 11 (437)
0, 4, 9, 12 (403)
0, 4, 9, 13 (412)
0, 4, 9, 14 (437)
0, 4, 9, 15 (403)
0, 4, 9, 16 (405)
0, 4, 9, 17 (430)
0, 4, 9, 18 (425)
0, 4, 9, 19 (414)
0, 4, 9, 20 (427)
0, 4, 9, 21 (421)
0, 4, 9, 22 (418)
0, 4, 9, 23 (451)
0, 4, 9, 24 (419)
0, 4, 9, 25 (436)
0, 4, 10, 11 (417)
0, 4, 10, 12 (428)
0, 4, 10, 13 (396)
0, 4, 10, 14 (432)
0, 4, 10, 15 (396)
0, 4, 10, 16 (407)
0, 4, 10, 17 (407)
0, 4, 10, 18 (417)
0, 4, 10, 19 (417)
0, 4, 10, 20 (428)
0, 4, 10, 21 (397)
0, 4, 10, 22 (455)
0, 4, 10, 23 (430)
0, 4, 10, 24 (418)
0, 4, 10, 25 (414)
0, 4, 11, 12 (415)
0, 4, 11, 13 (415)
0, 4, 11, 14 (424)
0, 4, 11, 15 (422)
0, 4, 11, 16 (401)
0, 4, 11, 17 (435)
0, 4, 11, 18 (442)
0, 4, 11, 19 (427)
0, 4, 11, 20 (428)
0, 4, 11, 21 (419)
0, 4, 11, 22 (435)
0, 4, 11, 23 (433)
0, 4, 11, 24 (425)
0, 4, 11, 25 (428)
0, 4, 12, 13 (392)
0, 4, 12, 14 (418)
0, 4, 12, 15 (391)
0, 4, 12, 16 (418)
0, 4, 12, 17 (411)
0, 4, 12, 18 (418)
0, 4, 12, 19 (414)
0, 4, 12, 20 (425)
0, 4, 12, 21 (395)
0, 4, 12, 22 (443)
0, 4, 12, 23 (393)
0, 4, 12, 24 (441)
0, 4, 12, 25 (425)
0, 4, 13, 14 (402)
0, 4, 13, 15 (401)
0, 4, 13, 16 (389)
0, 4, 13, 17 (422)
0, 4, 13, 18 (414)
0, 4, 13, 19 (407)
0, 4, 13, 20 (412)
0, 4, 13, 21 (398)
0, 4, 13, 22 (431)
0, 4, 13, 23 (415)
0, 4, 13, 24 (407)
0, 4, 13, 25 (398)
0, 4, 14, 15 (392)
0, 4, 14, 16 (400)
0, 4, 14, 17 (427)
0, 4, 14, 18 (423)
0, 4, 14, 19 (399)
0, 4, 14, 20 (413)
0, 4, 14, 21 (406)
0, 4, 14, 22 (439)
0, 4, 14, 23 (433)
0, 4, 14, 24 (403)
0, 4, 14, 25 (412)
0, 4, 15, 16 (400)
0, 4, 15, 17 (404)
0, 4, 15, 18 (422)
0, 4, 15, 19 (391)
0, 4, 15, 20 (391)
0, 4, 15, 21 (384)
0, 4, 15, 22 (431)
0, 4, 15, 23 (404)
0, 4, 15, 24 (404)
0, 4, 15, 25 (421)
0, 4, 16, 17 (421)
0, 4, 16, 18 (406)
0, 4, 16, 19 (421)
0, 4, 16, 20 (418)
0, 4, 16, 21 (406)
0, 4, 16, 22 (417)
0, 4, 16, 23 (412)
